Date of Sale,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sales Value,Cost of Goods Sold (COGS),Gross Profit,Sales Channel,Customer ID,Customer Name,Customer City,Customer State,Customer Country,Payment Method,Discount Applied,Tax Amount,Shipping Cost,Return Status,Sales Representative ID,Sales Representative Name,Region,Quarter,Notes/Comments
2024-04-07,P1610,Lego Set,Toys,6,908.08,5448.48,2760.9,2687.58,Retail,C34579,Elizabeth Bernard,Valerieside,Hawaii,Madagascar,Credit Card,0.0,544.85,14.81,Not Returned,S263,Greg Parker,North,Q2,Certain son actually future skin because sometimes.
2024-09-13,P9785,Smartwatch,Electronics,8,98.65,789.2,583.99,205.21,Online,C46351,Edward Smith,Angelaton,Alabama,Papua New Guinea,Credit Card,78.92,78.92,10.63,Not Returned,S372,Erin Chandler,North,Q3,Argue black camera television southern.
2024-03-21,P5057,Shoes,Clothing,3,739.0,2217.0,1436.15,780.85,Online,C53367,Jason Haynes,New Stevenville,Kansas,Norway,PayPal,110.85,221.7,9.69,Not Returned,S341,Shannon Adams,West,Q1,Could player cut effect reach election.
2024-03-28,P1179,Non-fiction,Books,1,34.91,34.91,21.64,13.27,Online,C17914,Kelsey Richardson,Jillside,Connecticut,Monaco,Credit Card,5.24,3.49,15.53,Not Returned,S295,Melinda Wilson,South,Q1,Focus serve order improve age through.
2024-07-07,P8338,Toaster,Home & Kitchen,1,782.19,782.19,315.6,466.59,Wholesale,C40232,Sean Roth IV,Colliermouth,North Dakota,Chile,Bank Transfer,117.33,78.22,16.98,Not Returned,S772,Jacob Figueroa,North,Q3,Sing body popular project factor study.
2024-10-24,P9849,Non-fiction,Books,1,174.41,174.41,129.9,44.51,Wholesale,C87573,Ryan Johns,Vancetown,West Virginia,Jamaica,Credit Card,26.16,17.44,19.12,Not Returned,S924,Michelle Stephenson,West,Q4,Area west size interesting.
2024-09-22,P2202,Action Figure,Toys,8,231.38,1851.04,1403.46,447.58,Online,C16257,Kevin Cruz,West Brandon,New Jersey,Argentina,Bank Transfer,185.1,185.1,14.88,Not Returned,S484,John Gomez,North,Q3,Either social person would rule pay TV.
2024-07-19,P2164,Smartwatch,Electronics,7,669.26,4684.82,1912.97,2771.85,Online,C60554,Joshua Berg,Bishopview,North Dakota,Togo,PayPal,702.72,468.48,14.43,Not Returned,S531,Tom Farmer,North,Q3,As difference pattern realize language notice board.
2024-02-23,P2427,Shoes,Clothing,2,626.09,1252.18,933.96,318.22,Online,C61873,Helen Mills,South Petershire,North Dakota,China,Bank Transfer,125.22,125.22,12.31,Not Returned,S298,Victoria Ward,South,Q1,Type minute seek make require early central appear.
2024-04-29,P1063,Blender,Home & Kitchen,1,63.09,63.09,25.83,37.26,Retail,C60895,Matthew White,Coryport,Nebraska,Belize,PayPal,9.46,6.31,7.85,Not Returned,S433,Amanda Ray,East,Q2,Inside arrive yes store government.
2024-12-28,P5517,Jacket,Clothing,9,220.45,1984.05,1227.69,756.36,Online,C75509,Rachel Johnson,New Patty,Tennessee,Cocos (Keeling) Islands,PayPal,0.0,198.41,2.32,Not Returned,S329,Eric Cisneros,North,Q4,Field police put decade us.
2024-02-23,P7402,Blender,Home & Kitchen,5,311.91,1559.55,903.81,655.74,Online,C13823,David Webb,Thomaston,Indiana,Serbia,Bank Transfer,77.98,155.96,3.42,Not Returned,S678,Rachel Howe,West,Q1,Manage wall forget somebody rich fact.
2024-03-28,P7216,Board Game,Toys,7,856.76,5997.32,4095.58,1901.74,Wholesale,C77406,Brenda Haynes,Alanview,Virginia,Montserrat,Credit Card,599.73,599.73,18.32,Not Returned,S318,Paul Barr,South,Q1,People provide garden minute measure him join.
2024-12-23,P5811,Headphones,Electronics,10,509.58,5095.8,3674.31,1421.49,Online,C32749,William Vega,New Melinda,Arkansas,Holy See (Vatican City State),PayPal,509.58,509.58,14.87,Not Returned,S616,Heather Dixon,South,Q4,Dark lawyer agreement ahead something article leave.
2024-01-07,P3777,Biography,Books,3,969.61,2908.83,1626.5,1282.33,Wholesale,C64355,Traci Lutz,Lake Carrie,Utah,Zimbabwe,Bank Transfer,436.32,290.88,3.49,Not Returned,S530,Angela Larson,North,Q1,Blue though watch toward audience I good.
2024-04-16,P1901,T-Shirt,Clothing,3,426.03,1278.09,783.1,494.99,Wholesale,C63169,Cassandra Villanueva,Mosleyhaven,Minnesota,Guyana,PayPal,191.71,127.81,14.32,Not Returned,S109,Ashley Smith,East,Q2,Full foot mention.
2024-08-15,P7309,Shoes,Clothing,4,821.16,3284.64,1748.04,1536.6,Wholesale,C37997,Claire Anderson,Espinozastad,South Carolina,Anguilla,Bank Transfer,0.0,328.46,7.66,Not Returned,S689,Jessica Goodwin,West,Q3,Summer own indicate life major.
2024-06-16,P7228,Fiction,Books,9,875.52,7879.68,3182.55,4697.13,Retail,C29038,Juan Bryant,North Robert,Missouri,Belarus,Credit Card,0.0,787.97,19.6,Returned,S665,Brittney Lopez,South,Q2,Democratic eight understand especially because participant exactly.
2024-09-29,P6785,Jeans,Clothing,8,981.03,7848.24,4564.99,3283.25,Retail,C53901,Katie Holt,Kirkhaven,Kentucky,Botswana,PayPal,784.82,784.82,1.15,Not Returned,S874,Valerie Webster,South,Q3,Me common mouth teacher care time sort.
2024-07-13,P3998,Doll,Toys,1,908.54,908.54,421.69,486.85,Retail,C75641,Christopher Mullins,East Williambury,Connecticut,Malta,PayPal,0.0,90.85,14.12,Not Returned,S991,Ivan Long,South,Q3,Onto ready myself increase.
2024-04-20,P5335,Blender,Home & Kitchen,6,353.0,2118.0,1503.93,614.07,Online,C22869,Lisa Travis,West Keithmouth,New Jersey,Namibia,PayPal,0.0,211.8,4.3,Not Returned,S580,Benjamin Shepard,East,Q2,Moment current traditional end offer rise.
2024-07-14,P5110,Fiction,Books,3,114.53,343.59,269.68,73.91,Retail,C47855,Alexandra Castro,Scottborough,New York,Cote d'Ivoire,PayPal,51.54,34.36,18.07,Not Returned,S995,Zachary Mejia,South,Q3,Type or compare wide appear.
2024-07-12,P1396,Non-fiction,Books,4,104.94,419.76,229.64,190.12,Online,C36534,Martin Rivera,Jodiburgh,Virginia,Estonia,Bank Transfer,20.99,41.98,6.82,Not Returned,S749,Teresa Rogers,South,Q3,This show factor should part paper.
2024-01-21,P1597,Doll,Toys,1,409.39,409.39,325.09,84.3,Online,C62610,Kyle Whitaker,West Willie,North Carolina,Namibia,Credit Card,40.94,40.94,7.95,Not Returned,S390,Melinda Henderson,West,Q1,Customer boy rule my home human individual.
2024-11-19,P5788,Shoes,Clothing,4,33.99,135.96,57.59,78.37,Wholesale,C40883,Tyler Rose,West Derekton,Montana,Saint Lucia,Bank Transfer,0.0,13.6,13.43,Returned,S980,Kathleen Dickerson,East,Q4,Role approach enjoy family bad.
2024-01-03,P8423,Smartphone,Electronics,3,279.96,839.88,405.97,433.91,Wholesale,C83103,Leslie Stewart,East Amy,Indiana,Malaysia,Credit Card,83.99,83.99,15.29,Not Returned,S927,Maxwell Stokes,East,Q1,Must wrong happy character.
2024-10-28,P9428,T-Shirt,Clothing,2,831.45,1662.9,1180.99,481.91,Retail,C97663,Paul Mclaughlin,Lake Damonside,Illinois,Djibouti,Bank Transfer,249.44,166.29,2.66,Not Returned,S159,Kevin Jackson,North,Q4,Available seven increase yard identify nothing difficult.
2024-01-28,P7551,Action Figure,Toys,10,448.04,4480.4,2742.96,1737.44,Retail,C33552,Natalie Torres,Woodardfort,Texas,Georgia,Bank Transfer,0.0,448.04,10.34,Not Returned,S887,Anne Parker,East,Q1,Shoulder environmental often least every success time.
2024-09-24,P3006,Vacuum Cleaner,Home & Kitchen,8,787.48,6299.84,4692.34,1607.5,Retail,C45035,John Smith,South Teresa,Alabama,Saint Helena,PayPal,629.98,629.98,17.64,Not Returned,S464,Scott Johnson,West,Q3,Outside step that position.
2024-06-08,P4878,Comics,Books,8,966.74,7733.92,3311.75,4422.17,Wholesale,C88572,Leslie Brown,Lake Deborahton,Idaho,Barbados,Credit Card,386.7,773.39,9.55,Not Returned,S380,Amanda Hensley,East,Q2,Anyone successful order window apply.
2024-11-04,P2423,Toaster,Home & Kitchen,2,354.32,708.64,550.59,158.05,Retail,C49373,Kathy Davis,Ramirezview,Arkansas,Bosnia and Herzegovina,PayPal,70.86,70.86,10.84,Not Returned,S888,Matthew Donaldson,South,Q4,Mention civil technology view possible culture.
2024-04-18,P4575,Blender,Home & Kitchen,1,898.98,898.98,706.95,192.03,Online,C81705,Victoria Sims,Julietown,Montana,Korea,Bank Transfer,0.0,89.9,9.32,Not Returned,S551,Timothy Dorsey,West,Q2,Near really on few miss prove sound.
2024-12-19,P4934,Jeans,Clothing,5,282.6,1413.0,821.38,591.62,Retail,C49757,Justin Diaz,North Annaborough,Hawaii,Germany,Bank Transfer,211.95,141.3,1.74,Not Returned,S190,Russell Johnston,West,Q4,Every learn begin coach yeah manager.
2024-03-29,P2319,Biography,Books,10,853.97,8539.7,5358.82,3180.88,Retail,C73892,Kevin Walton,Lake Johnchester,New Hampshire,Syrian Arab Republic,Bank Transfer,853.97,853.97,16.47,Not Returned,S364,Angela Brown,South,Q1,Hair ten area.
2024-06-09,P4825,Biography,Books,10,508.59,5085.9,2557.84,2528.06,Online,C39601,Lisa Allen,Josephshire,Missouri,Poland,Bank Transfer,508.59,508.59,17.1,Not Returned,S590,Mark Mendoza,North,Q2,Author anything though accept heart small early.
2024-06-15,P1022,Non-fiction,Books,4,755.83,3023.32,1345.64,1677.68,Online,C83168,Daniel Johnson,Jasonchester,New York,Togo,Bank Transfer,302.33,302.33,11.65,Not Returned,S997,David Sheppard,West,Q2,Direction media professor tax across personal data.
2024-02-04,P3437,Fiction,Books,8,633.97,5071.76,2385.46,2686.3,Retail,C53726,Michael Martinez,Ramirezborough,Vermont,Italy,Bank Transfer,0.0,507.18,6.81,Not Returned,S376,Christina Wilson,East,Q1,Happen sit marriage under difference question.
2024-12-29,P8932,Headphones,Electronics,7,257.81,1804.67,1300.44,504.23,Wholesale,C21132,Christina Frost,South Sonya,Hawaii,Azerbaijan,PayPal,180.47,180.47,18.77,Not Returned,S298,Theresa Miles,North,Q4,Risk onto have painting we.
2024-04-24,P6772,Jeans,Clothing,5,830.55,4152.75,1738.42,2414.33,Online,C51256,Jessica Hudson,Johnport,New Jersey,El Salvador,Bank Transfer,622.91,415.28,13.1,Not Returned,S703,Stephanie Williams,North,Q2,Pick party think.
2024-12-16,P6773,Jacket,Clothing,1,106.75,106.75,78.25,28.5,Wholesale,C22583,Carolyn Willis,Garciamouth,Idaho,Guam,Bank Transfer,0.0,10.68,3.92,Not Returned,S346,Meagan Brown,South,Q4,Face hold no care wear performance owner.
2024-09-28,P4858,Doll,Toys,3,603.16,1809.48,964.89,844.59,Wholesale,C45326,Lori Pierce,Kariville,Minnesota,Bolivia,Bank Transfer,271.42,180.95,10.95,Not Returned,S982,Samuel Gonzalez,East,Q3,Hundred step dinner produce girl stop.
2024-03-21,P3745,Shoes,Clothing,4,338.2,1352.8,580.51,772.29,Retail,C50979,Joshua Briggs,Lake Maria,Michigan,Vanuatu,PayPal,135.28,135.28,13.09,Not Returned,S740,Vincent Evans,East,Q1,Product blood federal both positive by own.
2024-07-14,P9833,Smartphone,Electronics,1,520.79,520.79,389.6,131.19,Retail,C12081,Dennis Logan,South Brenda,Alabama,Nigeria,Bank Transfer,78.12,52.08,11.55,Not Returned,S366,Wendy Taylor,West,Q3,Coach item remain yourself play today.
2024-03-06,P7758,Comics,Books,2,811.71,1623.42,1214.81,408.61,Online,C94208,Gabriela Carter,Heatherside,New Jersey,United States of America,PayPal,81.17,162.34,14.48,Not Returned,S386,Raymond Smith,North,Q1,Bank behind alone play few enough fast.
2024-02-15,P2734,T-Shirt,Clothing,1,708.44,708.44,397.78,310.66,Online,C23644,David Foley,East Darrellburgh,Louisiana,Hungary,Credit Card,70.84,70.84,4.18,Not Returned,S472,Ana Miller,East,Q1,Apply single administration soldier suddenly group.
2024-06-14,P5866,Jeans,Clothing,5,668.73,3343.65,2053.9,1289.75,Wholesale,C84961,Daniel Roberson,Grahamberg,Connecticut,Iran,Bank Transfer,0.0,334.37,18.25,Not Returned,S809,Cynthia Armstrong,South,Q2,Unit by should health central.
2024-11-23,P5816,Vacuum Cleaner,Home & Kitchen,6,410.04,2460.24,1931.35,528.89,Online,C10022,Melissa Anderson,Nguyenmouth,Virginia,United States Virgin Islands,Bank Transfer,246.02,246.02,10.84,Not Returned,S668,Deanna Travis,South,Q4,Go fall into nature among body go.
2024-07-22,P2874,Lego Set,Toys,5,293.9,1469.5,933.85,535.65,Retail,C78417,Heather Oconnor,Schmidtport,Missouri,Spain,Bank Transfer,146.95,146.95,0.34,Not Returned,S262,Stacy Cordova,South,Q3,Look tell worker at north against personal.
2024-01-26,P5228,Blender,Home & Kitchen,8,342.24,2737.92,1707.68,1030.24,Online,C98244,Duane Vincent,Lake Dawn,Louisiana,Saint Barthelemy,Bank Transfer,136.9,273.79,17.95,Not Returned,S689,Peter Johnson,South,Q1,Actually possible middle great artist general explain body.
2024-04-14,P3546,Laptop,Electronics,7,709.79,4968.53,3860.42,1108.11,Online,C17670,Andrew Gonzalez,Dunnbury,Utah,Western Sahara,Bank Transfer,745.28,496.85,19.2,Not Returned,S331,Heidi Riley,South,Q2,She sign hear college.
2024-12-27,P3070,Biography,Books,4,562.5,2250.0,1381.92,868.08,Wholesale,C69739,Phillip Farmer,Joshuaberg,Virginia,Cape Verde,Bank Transfer,225.0,225.0,18.23,Not Returned,S995,William Thomas,South,Q4,Despite fact find want quite scientist bit process.
2024-03-25,P2167,Non-fiction,Books,5,940.08,4700.4,3697.7,1002.7,Retail,C56095,Benjamin Vega,Reginaside,Kentucky,Netherlands Antilles,Bank Transfer,470.04,470.04,14.05,Not Returned,S225,Chad Brown,South,Q1,Mother science make too black energy actually son.
2024-02-16,P8719,Headphones,Electronics,6,344.66,2067.96,1403.5,664.46,Wholesale,C41788,Edwin Keith,Kaiserfort,Nebraska,Uruguay,Credit Card,310.19,206.8,7.39,Not Returned,S566,Carla Lewis,South,Q1,Memory from region meeting.
2024-11-16,P9875,Laptop,Electronics,4,587.17,2348.68,968.57,1380.11,Wholesale,C35203,Mike Johnson,New Miranda,Mississippi,Wallis and Futuna,Bank Transfer,234.87,234.87,3.53,Not Returned,S552,Dale Moses Jr.,South,Q4,Trial space near carry list rich.
2024-10-07,P6985,Non-fiction,Books,1,353.87,353.87,214.83,139.04,Wholesale,C80703,Connie Wagner,Martinfort,Louisiana,Samoa,PayPal,17.69,35.39,8.31,Not Returned,S389,Jeremy Sosa,North,Q4,Every family store central believe democratic.
2024-02-02,P6398,Blender,Home & Kitchen,1,941.53,941.53,387.65,553.88,Online,C71597,Susan Johnson,South Mark,Maryland,Antarctica (the territory South of 60 deg S),Credit Card,94.15,94.15,17.74,Not Returned,S234,Kara Martin,East,Q1,Pick between feel interview them them film.
2024-04-16,P7883,Smartwatch,Electronics,2,212.8,425.6,263.99,161.61,Retail,C39950,Kristopher Clark,Smithburgh,California,Macedonia,Credit Card,21.28,42.56,10.81,Not Returned,S326,Michael Snyder DDS,North,Q2,Reach agree simple such campaign computer president cause.
2024-12-10,P1175,Lego Set,Toys,1,198.64,198.64,156.39,42.25,Online,C53246,Timothy Fields,Codyfurt,Alaska,Hungary,Bank Transfer,9.93,19.86,8.53,Not Returned,S305,Michael Murphy,East,Q4,Positive relationship power begin force thought.
2024-08-28,P8878,Fiction,Books,1,197.5,197.5,110.5,87.0,Online,C21867,David Watson,Lake Robertchester,North Dakota,Greenland,Bank Transfer,19.75,19.75,0.81,Not Returned,S271,Mr. Eric Roman DDS,North,Q3,Interesting collection later recognize could food soldier.
2024-09-15,P6604,Biography,Books,8,980.93,7847.44,3537.16,4310.28,Retail,C11798,Antonio Costa,New Sarastad,Vermont,Reunion,Credit Card,392.37,784.74,13.48,Not Returned,S442,Jeffrey Guerrero,South,Q3,Important almost free wrong employee develop baby.
2024-11-12,P2179,Shoes,Clothing,6,891.96,5351.76,2151.57,3200.19,Retail,C89585,Katie Lloyd,East Aprilland,Hawaii,Christmas Island,PayPal,802.76,535.18,16.5,Not Returned,S978,Perry Garcia,South,Q4,Important lawyer third community wrong investment live.
2024-03-31,P2796,Headphones,Electronics,3,282.15,846.45,654.21,192.24,Online,C92848,Andrew Sims,North Jason,Kentucky,Ukraine,Credit Card,126.97,84.65,3.97,Not Returned,S929,Nicholas Weber,East,Q1,Thousand car article officer.
2024-07-23,P9889,Board Game,Toys,4,406.15,1624.6,1132.61,491.99,Online,C63624,Matthew Tucker,Howeberg,New Mexico,San Marino,Bank Transfer,243.69,162.46,10.54,Returned,S617,Jeremy Jones,East,Q3,Direction sport need wind.
2024-03-03,P9172,Jeans,Clothing,6,696.09,4176.54,2878.61,1297.93,Wholesale,C88227,Daniel Walker,South Christopher,Hawaii,San Marino,PayPal,0.0,417.65,16.72,Not Returned,S769,Deborah Kemp DVM,South,Q1,Read wind expert shoulder few party store.
2024-09-30,P9466,Action Figure,Toys,10,178.4,1784.0,1212.83,571.17,Wholesale,C99849,Jordan Miller,Hallberg,Delaware,Mexico,PayPal,0.0,178.4,18.61,Not Returned,S417,Katrina Nguyen,South,Q3,Both student want spring stop significant sister whole.
2024-01-01,P2610,Board Game,Toys,3,630.1,1890.3,1450.29,440.01,Wholesale,C19929,Joshua George,Susanmouth,Michigan,Venezuela,PayPal,283.54,189.03,19.2,Not Returned,S108,Timothy Murray,West,Q1,Effort full bag.
2024-04-13,P9997,Smartphone,Electronics,3,993.36,2980.08,1475.02,1505.06,Wholesale,C20111,Jason Pena,Jacksonbury,Wyoming,Austria,Credit Card,0.0,298.01,6.86,Not Returned,S644,Mr. Darius Graves,West,Q2,Add economic trade child ball.
2024-12-31,P2291,Microwave,Home & Kitchen,8,400.92,3207.36,2235.67,971.69,Online,C10451,Chelsea Conner,Staceystad,South Dakota,Turks and Caicos Islands,Credit Card,160.37,320.74,11.03,Returned,S427,Jasmine Salazar,West,Q4,Million pattern fly understand civil.
2024-04-17,P4224,Laptop,Electronics,8,954.58,7636.64,5713.79,1922.85,Online,C21027,Patrick White,Julietown,Montana,Vietnam,Credit Card,0.0,763.66,3.53,Not Returned,S306,Angela Lee MD,North,Q2,Factor open food for fear article near.
2024-03-04,P7444,Headphones,Electronics,3,926.96,2780.88,1865.18,915.7,Wholesale,C56325,Andrea Cline,East Allisonview,Rhode Island,Belize,Bank Transfer,278.09,278.09,7.59,Not Returned,S117,Gary Cook,North,Q1,Radio southern will information left.
2024-04-04,P3862,Lego Set,Toys,8,985.44,7883.52,3463.56,4419.96,Retail,C29645,William Francis,Port Samanthaview,California,Canada,Credit Card,788.35,788.35,13.17,Not Returned,S781,Ryan Campbell,East,Q2,Wall even country.
2024-06-01,P2530,Laptop,Electronics,5,613.76,3068.8,2088.42,980.38,Online,C93098,Timothy Flores,Lopezfort,Wyoming,British Indian Ocean Territory (Chagos Archipelago),PayPal,306.88,306.88,4.77,Not Returned,S266,Laura Horne,West,Q2,Left small prepare see.
2024-04-14,P4035,Comics,Books,6,636.52,3819.12,2416.76,1402.36,Online,C42078,Darrell Stanley,Sharonmouth,Vermont,Syrian Arab Republic,PayPal,0.0,381.91,3.66,Not Returned,S996,Carlos Weber,North,Q2,Throughout administration ok size sort grow your.
2024-06-15,P4973,Jacket,Clothing,1,469.95,469.95,238.79,231.16,Wholesale,C48650,Lisa Pugh MD,Josephport,Alabama,Pakistan,PayPal,0.0,47.0,13.07,Not Returned,S665,Taylor Bell,South,Q2,Protect all anyone between recognize personal establish.
2024-05-19,P6524,Vacuum Cleaner,Home & Kitchen,10,875.9,8759.0,3741.81,5017.19,Online,C97848,Curtis Green,Valdezburgh,Washington,Central African Republic,Credit Card,875.9,875.9,4.02,Not Returned,S462,Jeremy White,North,Q2,Land style house do.
2024-08-10,P4360,Toaster,Home & Kitchen,2,983.39,1966.78,843.4,1123.38,Wholesale,C45212,Norman Ryan,North Tyler,Wyoming,Denmark,Bank Transfer,98.34,196.68,10.89,Not Returned,S185,Juan Palmer,West,Q3,Success compare voice series western threat pretty.
2024-05-16,P8107,Action Figure,Toys,7,45.99,321.93,188.55,133.38,Online,C28851,Thomas Doyle,North Derrick,Pennsylvania,Bahamas,Bank Transfer,48.29,32.19,8.82,Not Returned,S807,Justin Coleman,South,Q2,Very huge spend health left find.
2024-09-16,P6033,Action Figure,Toys,9,836.97,7532.73,5289.18,2243.55,Online,C11865,Amy Crawford,North Renee,Illinois,South Georgia and the South Sandwich Islands,PayPal,376.64,753.27,4.62,Not Returned,S647,Anne Becker,North,Q3,These force relationship ask behavior attack.
2024-05-28,P5474,Fiction,Books,1,483.74,483.74,362.05,121.69,Wholesale,C43212,Traci Padilla,Thomasville,Maine,New Caledonia,Bank Transfer,72.56,48.37,18.52,Not Returned,S161,Matthew Martinez,South,Q2,Score able edge forget three before child pass.
2024-10-24,P5758,Action Figure,Toys,1,868.2,868.2,362.87,505.33,Retail,C58081,Jennifer Vaughan,Port Darrylland,Arkansas,Colombia,Credit Card,86.82,86.82,3.38,Not Returned,S378,Jessica Poole,East,Q4,Rise religious run compare face.
2024-08-21,P7735,Toaster,Home & Kitchen,5,186.87,934.35,513.4,420.95,Wholesale,C19250,Antonio Nash,Garyton,New Mexico,British Virgin Islands,Credit Card,93.44,93.44,19.02,Not Returned,S300,Cole Lawson,West,Q3,Ahead page class learn successful born.
2024-10-01,P2086,Lego Set,Toys,10,587.3,5873.0,3980.51,1892.49,Wholesale,C21137,Shannon Vargas,Harryport,Pennsylvania,Argentina,Bank Transfer,293.65,587.3,5.51,Not Returned,S477,Steven Banks,North,Q4,Others when bad your section.
2024-12-17,P9032,Laptop,Electronics,3,507.26,1521.78,740.97,780.81,Online,C68789,Sue Kelly,North Elizabeth,Delaware,Liberia,Bank Transfer,228.27,152.18,3.64,Not Returned,S989,John Young,West,Q4,One mission production arrive.
2024-11-07,P8612,Vacuum Cleaner,Home & Kitchen,2,629.12,1258.24,715.04,543.2,Wholesale,C24731,Tiffany Rubio,Charlesburgh,North Carolina,India,Credit Card,0.0,125.82,2.18,Not Returned,S122,Matthew Martinez,East,Q4,Prepare old open project though production seat.
2024-08-03,P1992,Non-fiction,Books,8,35.81,286.48,189.99,96.49,Wholesale,C56003,Amanda Wilson,Christopherstad,Tennessee,Oman,PayPal,28.65,28.65,16.28,Not Returned,S384,Tommy David,East,Q3,President page something anyone reflect much whole.
2024-08-29,P9067,Comics,Books,9,732.74,6594.66,4708.15,1886.51,Retail,C56237,Jamie Jones,Adamsstad,California,Cape Verde,PayPal,0.0,659.47,16.48,Not Returned,S425,Eric Goodwin,South,Q3,Big yeah along try individual.
2024-03-15,P5430,Lego Set,Toys,4,993.51,3974.04,1727.05,2246.99,Online,C68012,Jaime Castro,Port Patrickberg,Maryland,Vietnam,PayPal,198.7,397.4,17.22,Not Returned,S612,Max Gallagher,East,Q1,Get may occur street conference third important.
2024-05-11,P8861,Action Figure,Toys,2,436.21,872.42,458.44,413.98,Wholesale,C48046,Denise Jennings,Port Katie,Florida,Sudan,Credit Card,43.62,87.24,5.4,Not Returned,S180,Dalton Bray,East,Q2,Whatever other for describe world organization edge.
2024-02-03,P4920,Board Game,Toys,2,239.05,478.1,207.22,270.88,Wholesale,C15498,Cindy Odonnell,North Jameschester,Louisiana,Niue,PayPal,71.72,47.81,6.85,Not Returned,S211,Justin Coleman,East,Q1,Customer go his may radio heavy.
2024-12-25,P8666,Lego Set,Toys,3,873.25,2619.75,1845.04,774.71,Wholesale,C70946,Manuel Ford,Williamborough,Michigan,Czech Republic,Bank Transfer,392.96,261.98,8.51,Not Returned,S956,Courtney Stevens,West,Q4,One particularly use enjoy these later.
2024-03-06,P7926,Jacket,Clothing,1,670.15,670.15,482.24,187.91,Online,C34951,Jennifer Hawkins,Michaelburgh,Pennsylvania,Nauru,Bank Transfer,0.0,67.02,2.51,Not Returned,S311,Elizabeth Wilson,North,Q1,Station environmental how.
2024-11-11,P4411,Shoes,Clothing,4,620.47,2481.88,1614.66,867.22,Online,C38694,Daniel Allen,Troyborough,Virginia,Mauritius,Bank Transfer,0.0,248.19,3.42,Not Returned,S559,Jessica King,North,Q4,If important beyond here fly.
2024-11-19,P4022,Headphones,Electronics,5,275.94,1379.7,785.48,594.22,Wholesale,C24234,Laura Chambers,Gonzaleztown,Oklahoma,South Africa,Bank Transfer,206.96,137.97,13.51,Not Returned,S202,Donald Jones,East,Q4,Work end green anything wish.
2024-12-09,P6953,Headphones,Electronics,8,437.77,3502.16,1643.69,1858.47,Wholesale,C98364,Alec Williams,Lisaborough,New Mexico,Cocos (Keeling) Islands,PayPal,0.0,350.22,18.24,Not Returned,S325,Matthew Jones,North,Q4,Business small agency upon item.
2024-02-18,P8934,Board Game,Toys,8,403.85,3230.8,1965.13,1265.67,Online,C70130,William Shaffer,Harrisport,Louisiana,Korea,PayPal,323.08,323.08,14.51,Not Returned,S683,Anthony Smith,East,Q1,Center level real final area indicate test professor.
2024-03-24,P4733,Shoes,Clothing,1,863.36,863.36,548.33,315.03,Retail,C39883,Kimberly Johnson,Elliottmouth,South Dakota,Bahrain,PayPal,129.5,86.34,2.92,Not Returned,S880,Kimberly Brown,West,Q1,Grow prepare walk society message down wait up.
2024-10-11,P6908,Jacket,Clothing,5,998.63,4993.15,2501.91,2491.24,Online,C87192,Victoria Johnson,West Lucasland,Rhode Island,Armenia,Credit Card,0.0,499.31,16.8,Not Returned,S457,Samantha Rodriguez,North,Q4,Million catch use describe say daughter interesting.
2024-08-15,P8692,Laptop,Electronics,6,731.94,4391.64,3069.34,1322.3,Retail,C30503,Joshua Miranda,South Dana,Texas,British Indian Ocean Territory (Chagos Archipelago),PayPal,658.75,439.16,7.17,Not Returned,S806,Jean Morrison,South,Q3,Beyond everything economy respond place during.
2024-09-21,P6886,Headphones,Electronics,4,707.58,2830.32,1352.49,1477.83,Online,C37347,Kelly Taylor,Morenotown,Oregon,Denmark,Credit Card,0.0,283.03,10.91,Not Returned,S789,Mike Santiago,West,Q3,Purpose star its either.
2024-03-03,P2663,Lego Set,Toys,7,13.05,91.35,53.67,37.68,Retail,C31200,Michael Carpenter,Oconnorton,Michigan,Nauru,Credit Card,9.13,9.13,18.63,Not Returned,S536,Brandi Jones,West,Q1,Should best you nothing kind of.
2024-10-07,P8165,Smartphone,Electronics,10,452.36,4523.6,2798.98,1724.62,Online,C85651,Michael Mcclain,Bakerbury,Minnesota,Bolivia,PayPal,0.0,452.36,13.61,Not Returned,S413,Alison Smith,North,Q4,Sense point voice to policy.
2024-02-20,P9220,Lego Set,Toys,5,268.46,1342.3,550.44,791.86,Retail,C98124,William Mitchell,Kanehaven,New Hampshire,Cameroon,Bank Transfer,67.11,134.23,13.38,Not Returned,S836,Stephanie Lopez,South,Q1,Class challenge two image front current.
2024-01-07,P6767,Laptop,Electronics,4,29.29,117.16,64.84,52.32,Wholesale,C43845,Jonathan Greene,Port Nicholasborough,Illinois,Central African Republic,PayPal,11.72,11.72,14.67,Not Returned,S120,Colleen Schultz,East,Q1,Newspaper partner house operation energy.
2024-11-30,P5813,Shoes,Clothing,10,609.23,6092.3,4789.55,1302.75,Wholesale,C93659,Michelle Rodriguez,Jacksonborough,Indiana,Turkey,PayPal,609.23,609.23,9.53,Not Returned,S188,Madison Newman,East,Q4,For determine report inside commercial.
2024-02-29,P4326,Vacuum Cleaner,Home & Kitchen,1,653.95,653.95,383.58,270.37,Retail,C77595,David Lopez,West Connorfurt,New Jersey,Morocco,Bank Transfer,65.4,65.4,15.54,Not Returned,S625,Samuel Ward,North,Q1,Next last soldier whole.
